timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
211911141,211911141,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211931187,211931187,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211955477,211955477,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211975111,211975111,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211995111,211995111,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212019106,212019106,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212043461,212043461,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212067120,212067120,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212091179,212091179,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212115135,212115135,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212139206,212139206,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212159162,212159162,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212183132,212183132,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212203129,212203129,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
212223133,212223133,18,255,0,0,0,1511,1514,1534,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
